date,time,artist,title,genre,deezer_link,youtube_added,youtube_video_id
2026-09-05,05:03,Pharrell Williams,Happy,Unknown,https://www.deezer.com/track/701326562,pending,
2026-09-05,04:57,Lenny Kravitz,It Ain't Over 'til It's Over,Unknown,https://www.deezer.com/track/3151232,pending,
2026-09-05,04:51,Queen,We Are The Champions,Unknown,https://www.deezer.com/track/716513442,pending,
2026-09-05,04:46,KAROL G & Bruno Mars,Still,Unknown,https://www.deezer.com/track/4208859872,pending,
2026-09-05,04:35,Missy Elliott,Work It,Unknown,https://www.deezer.com/track/663571,pending,
2026-09-05,04:33,N.W.A,Express Yourself,Unknown,https://www.deezer.com/track/750107172,pending,
2026-09-05,04:31,Beyoncé,Naughty Girl,Unknown,https://www.deezer.com/track/609372,pending,
2026-09-05,04:29,Amerie,1 Thing,Unknown,https://www.deezer.com/track/2553109,pending,
2026-09-05,04:28,Jill Scott,Golden,Unknown,https://www.deezer.com/track/558529272,pending,
2026-09-05,04:27,OutKast,Ms Jackson,Unknown,https://www.deezer.com/track/963042,pending,
2026-09-05,04:26,Dr. Dre & Snoop Dogg,Nuthin' But A G Thang,Unknown,https://www.deezer.com/track/2132919007,pending,
2026-09-05,04:25,T.I.,Why You Wanna,Unknown,https://www.deezer.com/track/383740991,pending,
2026-09-05,04:25,50 Cent,In Da Club,Unknown,https://www.deezer.com/track/145429536,pending,
2026-09-05,04:24,Aaliyah,Try Again,Unknown,https://www.deezer.com/track/3380594501,pending,
2026-09-05,04:23,Mary J. Blige,Family Affair,Unknown,https://www.deezer.com/track/1161679,pending,
2026-09-05,04:23,Fat Joe,What's Luv? (feat. Ashanti),Unknown,https://www.deezer.com/track/3905124,pending,
2026-09-05,04:22,Eve,Who's That Girl?,Unknown,https://www.deezer.com/track/1089860,pending,
2026-09-05,04:21,TLC,No Scrubs,Unknown,https://www.deezer.com/track/1075781,pending,
2026-09-05,04:19,Frank Sinatra & Tony Bennett,"New York, New York",Unknown,https://www.deezer.com/track/139902529,pending,
2026-09-05,04:14,Nelly Furtado,I'm Like A Bird,Unknown,https://www.deezer.com/track/24165101,pending,
2026-09-05,04:10,Carly Rae Jepsen,Don't Leave Me On The Dance Floor,Unknown,https://www.deezer.com/track/4199642672,pending,
2026-09-05,04:03,Belinda Carlisle,We Want The Same Thing,Unknown,https://www.deezer.com/track/1853813587,pending,
2026-09-05,03:57,The Brand New Heavies,Midnight At The Oasis,Unknown,https://www.deezer.com/track/1349659832,pending,
2026-09-05,03:53,The Jacksons,I Want You Back,Unknown,https://www.deezer.com/track/3967022541,pending,
2026-09-05,03:50,Junior Senior,Move Your Feet,Unknown,https://www.deezer.com/track/597208142,pending,
2026-09-05,03:38,Blue,You Should Know,Unknown,https://www.deezer.com/track/71625026,pending,
2026-09-05,03:14,MIKA,Grace Kelly,Unknown,https://www.deezer.com/track/646870592,pending,
2026-09-05,03:03,Whitney Houston,So Emotional,Unknown,https://www.deezer.com/track/75981532,pending,
2026-09-05,02:58,Bob Marley & The Wailers,Buffalo Soldier,Unknown,https://www.deezer.com/track/2237439,pending,
2026-09-05,02:41,Ella Langley,Choosin' Texas,Unknown,https://www.deezer.com/track/3602074142,pending,
2026-09-05,02:37,Toby Lee,Work You Out,Unknown,https://www.deezer.com/track/4155115572,pending,
2026-09-05,02:03,David Guetta,When Love Takes Over (feat. Kelly Rowland),Unknown,https://www.deezer.com/track/2531104141,pending,
2026-09-05,01:50,Timbuk 3,"The Future's So Bright, I Gotta Wear Shades",Unknown,https://www.deezer.com/track/3235520,pending,
2026-09-05,01:49,Chris Stapleton,Joy Of My Life,Unknown,https://www.deezer.com/track/1133364482,pending,
2026-09-05,01:13,Elvis Presley,(Marie's the Name) His Latest Flame,Unknown,https://www.deezer.com/track/1055478,pending,
2026-09-05,00:56,The KLF,What Time Is Love?,Unknown,https://www.deezer.com/track/45715371,pending,
2026-09-05,00:52,Johnny Marr,It's Time,Unknown,https://www.deezer.com/track/4230399992,pending,
2026-09-05,00:33,Amy Winehouse,Tears Dry (Alternative Demo),Unknown,https://www.deezer.com/track/4230501602,pending,
2026-09-05,00:17,Scorpions,Wind Of Change,Unknown,https://www.deezer.com/track/927900,pending,
2026-09-05,00:06,The Rolling Stones,Start Me Up,Unknown,https://www.deezer.com/track/4125592,pending,
2026-09-06,Live,Chaka Khan,I Feel For You,Unknown,https://www.deezer.com/track/685227,pending,
2026-09-06,17:07,Chaka Khan,Ain't Nobody,Unknown,https://www.deezer.com/track/776220,pending,
2026-09-06,16:59,Cast,Fine Time,Unknown,https://www.deezer.com/track/2162269,pending,
2026-09-06,16:56,Lulu,Shout,Unknown,https://www.deezer.com/track/2486976,pending,
2026-09-06,16:51,Appleton,Don't Worry,Unknown,https://www.deezer.com/track/2338773985,pending,
2026-09-06,16:47,Jack Savoretti,Love Is On The Line,Unknown,https://www.deezer.com/track/3788326792,pending,
2026-09-06,16:40,Chaka Khan,I'm Every Woman,Unknown,https://www.deezer.com/track/4091349,pending,
2026-09-06,16:32,Level 42,Something About You,Unknown,https://www.deezer.com/track/92871828,pending,
2026-09-06,16:28,Blue,All Rise,Unknown,https://www.deezer.com/track/3401078,pending,
2026-09-06,16:24,The Script,Breakeven,Unknown,https://www.deezer.com/track/15041869,pending,
2026-09-06,16:20,Emeli Sandé,Next To Me,Unknown,https://www.deezer.com/track/41097831,pending,
2026-09-06,16:16,Simple Minds,Don't You (Forget About Me),Unknown,https://www.deezer.com/track/5079647,pending,
2026-09-06,16:12,James Blunt,1973,Unknown,https://www.deezer.com/track/3657902,pending,
2026-09-06,16:09,ABC,The Look Of Love,Unknown,https://www.deezer.com/track/1581974,pending,
2026-09-06,16:03,Deacon Blue,Real Gone Kid,Unknown,https://www.deezer.com/track/1037287,pending,
2026-09-06,15:56,Suede,Beautiful Ones,Unknown,https://www.deezer.com/track/1206873902,pending,
2026-09-06,15:53,Pulp,Something Changed,Unknown,https://www.deezer.com/track/910082,pending,
2026-09-06,15:50,Blur,End Of A Century,Unknown,https://www.deezer.com/track/44134621,pending,
2026-09-06,15:46,Oasis,She's Electric,Unknown,https://www.deezer.com/track/987053302,pending,
2026-09-06,15:43,Nirvana,On A Plain,Unknown,https://www.deezer.com/track/13693494,pending,
2026-09-06,15:39,R.E.M.,Near Wild Heaven,Unknown,https://www.deezer.com/track/136334564,pending,
2026-09-06,15:35,R.E.M.,Losing My Religion,Unknown,https://www.deezer.com/track/136334560,pending,
2026-09-06,15:28,Garbage,Push It,Unknown,https://www.deezer.com/track/514401972,pending,
2026-09-06,15:25,Beck,Devils Haircut,Unknown,https://www.deezer.com/track/971422832,pending,
2026-09-06,15:20,The Charlatans,One To Another,Unknown,https://www.deezer.com/track/620486532,pending,
2026-09-06,15:16,Manic Street Preachers,If You Tolerate This Your Children Will Be Next,Unknown,https://www.deezer.com/track/402082432,pending,
2026-09-06,15:12,Sleeper,What Do I Do Now?,Unknown,https://www.deezer.com/track/13147898,pending,
2026-09-06,15:09,Red Hot Chili Peppers,Scar Tissue,Unknown,https://www.deezer.com/track/725254,pending,
2026-09-06,15:04,Radiohead,Airbag,Unknown,https://www.deezer.com/track/138539971,pending,
2026-09-06,14:53,Jennifer Paige,Crush,Unknown,https://www.deezer.com/track/67576433,pending,
2026-09-06,14:49,Betty Boo,Where Are You Baby?,Unknown,https://www.deezer.com/track/7398667,pending,
2026-09-06,14:46,Mariah Carey,Dreamlover (Def Club Mix Edit),Unknown,https://www.deezer.com/track/1039125522,pending,
2026-09-06,14:42,Blue Pearl,Naked In The Rain,Unknown,https://www.deezer.com/track/138734133,pending,
2026-09-06,14:38,Undercover,Baker Street,Unknown,https://www.deezer.com/track/78304409,pending,
2026-09-06,14:35,DJ Jean,The Launch,Unknown,https://www.deezer.com/track/1365099792,pending,
2026-09-06,14:32,Dr. Alban,It's My Life,Unknown,https://www.deezer.com/track/3801448032,pending,
2026-09-06,14:28,Snap!,Rhythm Is A Dancer,Unknown,https://www.deezer.com/track/3785942552,pending,
2026-09-06,14:18,Urban Cookie Collective,The Key: The Secret,Unknown,https://www.deezer.com/track/67990537,pending,
2026-09-06,14:16,The Prodigy,Charly (Alley Cat Mix),Unknown,https://www.deezer.com/track/937488,pending,
2026-09-06,14:07,De’Lacy,Hideaway (Deep Dish Remix),Unknown,https://www.deezer.com/track/2872898902,pending,
2026-09-06,13:57,Wet Wet Wet,Love Is All Around,Unknown,https://www.deezer.com/track/2963317,pending,
2026-09-06,13:52,All Saints,Bootie Call,Unknown,https://www.deezer.com/track/805882,pending,
2026-09-06,13:47,Sandy B,Make The World Go Round,Unknown,https://www.deezer.com/track/831504722,pending,
2026-09-06,13:43,Sheryl Crow,My Favorite Mistake,Unknown,https://www.deezer.com/track/483557692,pending,
2026-09-06,13:37,Eternal,Power of a Woman,Unknown,https://www.deezer.com/track/385315411,pending,
2026-09-06,13:33,Artemesia,Bits And Pieces,Unknown,https://www.deezer.com/track/491719152,pending,
2026-09-06,13:23,Maxx,Get-A-Way,Unknown,https://www.deezer.com/track/16204632,pending,
2026-09-06,13:16,Sabrina Johnston,Peace,Unknown,https://www.deezer.com/track/3640012262,pending,
2026-09-06,13:12,Matthew Marsden,The Heart's Lone Desire,Unknown,https://www.deezer.com/track/132031300,pending,
2026-09-06,13:07,Chaka Demus & Pliers,Tease Me,Unknown,https://www.deezer.com/track/1178331,pending,
2026-09-07,17:23,Just Jack,Starz In Their Eyes,Unknown,https://www.deezer.com/track/2594651,pending,
2026-09-07,17:19,Alison Moyet,Love Resurrection,Unknown,https://www.deezer.com/track/4300730,pending,
2026-09-07,17:14,Irene Cara,Fame,Unknown,https://www.deezer.com/track/647797132,pending,
2026-09-07,16:57,R.E.M.,The Sidewinder Sleeps Tonite,Unknown,https://www.deezer.com/track/121921370,pending,
2026-09-07,16:52,Dan Shay,Marry You Again,Unknown,https://www.deezer.com/track/4090657901,pending,
2026-09-07,16:49,Shakira,"Whenever, Wherever",Unknown,https://www.deezer.com/track/15211178,pending,
2026-09-07,16:45,Pulp,Common People,Unknown,https://www.deezer.com/track/910074,pending,
2026-09-07,16:28,George Ezra,Shotgun,Unknown,https://www.deezer.com/track/472898512,pending,
2026-09-07,16:22,Shalamar,A Night To Remember,Unknown,https://www.deezer.com/track/656607922,pending,
2026-09-07,16:13,CeeLo Green,Forget You,Unknown,https://www.deezer.com/track/7303270,pending,
2026-09-07,16:07,Deniece Williams,Let's Hear It For The Boy,Unknown,https://www.deezer.com/track/5404556,pending,
2026-09-07,16:04,Beyoncé,Single Ladies (Put A Ring On It),Unknown,https://www.deezer.com/track/2485118,pending,
2026-09-07,15:56,Barry Manilow,Mandy,Unknown,https://www.deezer.com/track/548250,pending,
2026-09-07,15:54,LEN,Steal My Sunshine,Unknown,https://www.deezer.com/track/82682432,pending,
2026-09-07,15:49,Let Loose,Crazy For You,Unknown,https://www.deezer.com/track/77325534,pending,
2026-09-07,15:45,Peter Cetera,Glory Of Love,Unknown,https://www.deezer.com/track/2627636,pending,
2026-09-07,15:42,Barbra Streisand,"Evergreen (Love Theme From ""A Star Is Born"")",Unknown,https://www.deezer.com/track/848945,pending,
2026-09-07,15:39,Breathe,Hands To Heaven,Unknown,https://www.deezer.com/track/4220963,pending,
2026-09-07,15:34,Martika,Toy Soldiers,Unknown,https://www.deezer.com/track/899944,pending,
2026-09-07,15:32,Richard Marx,Endless Summer Nights,Unknown,https://www.deezer.com/track/3087485,pending,
2026-09-07,15:25,Carpenters,(They Long To Be) Close To You,Unknown,https://www.deezer.com/track/539193232,pending,
2026-09-07,15:21,Whitney Houston,Run To You,Unknown,https://www.deezer.com/track/7675406,pending,
2026-09-07,15:15,George Michael,Faith,Unknown,https://www.deezer.com/track/8146779,pending,
2026-09-07,15:11,Nu Shooz,I Can't Wait,Unknown,https://www.deezer.com/track/4070206351,pending,
2026-09-07,15:07,Sheryl Crow,All I Wanna Do,Unknown,https://www.deezer.com/track/922014,pending,
2026-09-07,15:04,Eric Carmen,Hungry Eyes,Unknown,https://www.deezer.com/track/1043544,pending,
2026-09-07,14:55,Take That,Back For Good,Unknown,https://www.deezer.com/track/848836952,pending,
2026-09-07,14:53,The Beatles,Blackbird,Unknown,https://www.deezer.com/track/116348212,pending,
2026-09-07,14:48,Appleton,Monster,Unknown,https://www.deezer.com/track/4051360771,pending,
2026-09-07,14:43,Gregory Abbott,Shake You Down,Unknown,https://www.deezer.com/track/851161,pending,
2026-09-07,14:39,Nik Kershaw,Wouldn't It Be Good,Unknown,https://www.deezer.com/track/1174769,pending,
2026-09-07,14:34,Leona Lewis,Better In Time,Unknown,https://www.deezer.com/track/365070,pending,
2026-09-07,14:30,ABC,High & Dry,Unknown,https://www.deezer.com/track/111148006,pending,
2026-09-07,14:25,Diana Ross,One Shining Moment,Unknown,https://www.deezer.com/track/2602283,pending,
2026-09-07,14:22,The Streets,Dry Your Eyes,Unknown,https://www.deezer.com/track/823135,pending,
2026-09-07,14:16,Sam Smith,Constant Companion,Unknown,https://www.deezer.com/track/4222881662,pending,
2026-09-07,14:12,Roberta Flack,The First Time Ever I Saw Your Face,Unknown,https://www.deezer.com/track/14615239,pending,
2026-09-07,14:07,Sounds of Blackness,Optimistic,Unknown,https://www.deezer.com/track/2525835,pending,
2026-09-07,14:04,Dan Hartman,I Can Dream About You,Unknown,https://www.deezer.com/track/2767030641,pending,
2026-09-07,13:56,James Baskett,Zip-A-Dee-Doo-Dah,Unknown,https://www.deezer.com/track/677778472,pending,
2026-09-07,13:50,Crash Test Dummies,Mmm Mmm Mmm Mmm,Unknown,https://www.deezer.com/track/15606414,pending,
2026-09-07,13:47,Iron Butterfly,In-A-Gadda-Da-Vida,Unknown,https://www.deezer.com/track/2680926,pending,
2026-09-07,13:43,Otis Redding,Fa-Fa-Fa-Fa-Fa (Sad Song),Unknown,https://www.deezer.com/track/722635,pending,
2026-09-07,13:40,Crystal Waters,Gypsy Woman (La Da Dee),Unknown,https://www.deezer.com/track/1926865677,pending,
2026-09-07,13:35,Lady Gaga,Bad Romance,Unknown,https://www.deezer.com/track/4601933,pending,
2026-09-07,13:30,Manu Dibango,Soul Makossa,Unknown,https://www.deezer.com/track/564564462,pending,
2026-09-07,13:27,Stevie Wonder,Shoo Be Doo Be Doo Da Day,Unknown,https://www.deezer.com/track/6821065,pending,
2026-09-07,13:23,Steam,Na Na Hey Hey Kiss Him Goodbye,Unknown,https://www.deezer.com/track/936550902,pending,
2026-09-07,13:19,Las Ketchup,Aserejé (The Ketchup Song),Unknown,https://www.deezer.com/track/476739462,pending,
2026-09-07,13:08,The Edsels,Rama Lama Ding Dong,Unknown,https://www.deezer.com/track/2070824,pending,
2026-09-07,13:03,Phil Collins,Sussudio,Unknown,https://www.deezer.com/track/122014992,pending,
2026-09-07,12:54,Des O’Connor,Dick A Dum Dum,Unknown,https://www.deezer.com/track/3437375,pending,
2026-09-07,12:51,The Kingsmen,Louie Louie,Unknown,https://www.deezer.com/track/1601661,pending,
2026-09-07,12:48,Sam the Sham & the Pharaohs,Wooly Bully,Unknown,https://www.deezer.com/track/1844097487,pending,
2026-09-07,12:44,Little Richard,Tutti Frutti,Unknown,https://www.deezer.com/track/2255868557,pending,
2026-09-07,12:41,The Beatles,"Ob-La-Di, Ob-La-Da",Unknown,https://www.deezer.com/track/116348198,pending,
2026-09-07,12:38,The Rolling Stones,Doo Doo Doo Doo Doo (Heartbreaker),Unknown,https://www.deezer.com/track/4124758,pending,
2026-09-07,12:34,Trio,Da Da Da,Unknown,https://www.deezer.com/track/2531327,pending,
2026-09-07,12:30,The Police,"De Do Do Do, De Da Da Da",Unknown,https://www.deezer.com/track/2525870,pending,
2026-09-07,12:27,The Crystals,Da Doo Ron Ron,Unknown,https://www.deezer.com/track/4156414332,pending,
2026-09-07,12:23,Kool & the Gang,"Let's Go Dancin' (Ooh La, La, La)",Unknown,https://www.deezer.com/track/541624382,pending,
2026-09-07,12:20,Small Faces,Sha-La-La-La-Lee,Unknown,https://www.deezer.com/track/18250871,pending,
2026-09-07,12:16,Al Green,Sha La La (Make Me Happy),Unknown,https://www.deezer.com/track/458981662,pending,
2026-09-07,12:13,Manfred Mann,Sha La La,Unknown,https://www.deezer.com/track/2374713325,pending,
2026-09-07,12:10,Manfred Mann,Do Wah Diddy Diddy,Unknown,https://www.deezer.com/track/1930318867,pending,
2026-09-07,12:07,Piero Umiliani,Mah-Na Mah-Na,Unknown,https://www.deezer.com/track/3930400,pending,
2026-09-07,12:03,Gilbert O’Sullivan,Ooh-Wakka-Doo-Wakka-Day,Unknown,https://www.deezer.com/track/3783010932,pending,
2026-09-07,11:56,Debbie Ryvers,Risin' to the Top,Unknown,https://www.deezer.com/track/3834421501,pending,
2026-09-07,11:51,ABC,When Smokey Sings,Unknown,https://www.deezer.com/track/1174011,pending,
2026-09-07,11:48,Lou Rawls,You'll Never Find Another Love Like Mine,Unknown,https://www.deezer.com/track/15478568,pending,
2026-09-07,11:46,Jerry Lee Lewis,Great Balls of Fire,Unknown,https://www.deezer.com/track/1237678,pending,
2026-09-07,11:43,The Flowerpot Men,Let's Go To San Francisco,Unknown,https://www.deezer.com/track/1622212732,pending,
2026-09-07,11:39,ABBA,One Of Us,Unknown,https://www.deezer.com/track/76376886,pending,
2026-09-07,11:33,Nat King Cole,When I Fall In Love,Unknown,https://www.deezer.com/track/5380835,pending,
2026-09-07,11:30,Cupid’s Inspiration,Yesterday Has Gone,Unknown,https://www.deezer.com/track/1091364252,pending,
2026-09-07,11:21,Tommy Edwards,It's All In The Game,Unknown,https://www.deezer.com/track/568116562,pending,
2026-09-07,11:17,Chaka Khan & Snoop Dogg,Boogie's In My Soul,Unknown,https://www.deezer.com/track/4061641791,pending,
2026-09-07,11:14,Take That,Could It Be Magic,Unknown,https://www.deezer.com/track/802289402,pending,
2026-09-07,11:07,Barry White,September When I First Met You,Unknown,https://www.deezer.com/track/538013282,pending,
2026-09-07,10:55,Gorillaz,Dare,Unknown,https://www.deezer.com/track/3129413,pending,
2026-09-07,10:51,Rihanna,Pon De Replay,Unknown,https://www.deezer.com/track/2953166,pending,
2026-09-07,10:47,Daniel Powter,Bad Day,Unknown,https://www.deezer.com/track/6685848,pending,
2026-09-07,10:43,Oasis,The Importance Of Being Idle,Unknown,https://www.deezer.com/track/985938412,pending,
2026-09-07,10:38,Black Eyed Peas,Don't Lie,Unknown,https://www.deezer.com/track/7375559,pending,
2026-09-07,10:35,David Gray,The One I Love,Unknown,https://www.deezer.com/track/3546510641,pending,
2026-09-07,10:32,Les Rythmes Digitales,Jacques Your Body (Makes Me Sweat),Unknown,https://www.deezer.com/track/15698184,pending,
2026-09-07,10:27,James Blunt,You're Beautiful,Unknown,https://www.deezer.com/track/2659940,pending,
2026-09-07,10:24,Gwen Stefani,Cool,Unknown,https://www.deezer.com/track/2426754,pending,
2026-09-07,10:20,KT Tunstall,Suddenly I See,Unknown,https://www.deezer.com/track/3120617,pending,
2026-09-07,10:16,Kaiser Chiefs,I Predict A Riot,Unknown,https://www.deezer.com/track/2281571,pending,
2026-09-07,10:11,The White Stripes,My Doorbell,Unknown,https://www.deezer.com/track/1092293152,pending,
2026-09-07,10:08,Kelly Clarkson,Since U Been Gone,Unknown,https://www.deezer.com/track/15392707,pending,
2026-09-07,10:05,Goldfrapp,Ooh La La,Unknown,https://www.deezer.com/track/1014440232,pending,
2026-09-07,09:51,Five,Everybody Get Up,Unknown,https://www.deezer.com/track/991387,pending,
2026-09-07,09:46,Boyzone,No Matter What,Unknown,https://www.deezer.com/track/529009431,pending,
